"","LID","Glottocode"
"2083",2283,"pado1242"
"2084",2284,"peng1244"
"2085",2285,"bona1250"
"2086",2286,"nort2966"
"2087",2289,"taji1245"
"2088",2290,"pagu1249"
"2089",2291,"pima1248"
"2090",2293,"piar1243"
"2091",2294,"ping1243"
"2092",2295,"powh1243"
"2093",2296,"piap1246"
"2094",2297,"pero1241"
"2095",2298,"dali1242"
"2096",2299,"pira1254"
"2097",2300,"pitt1247"
"2098",2301,"pint1250"
"2099",2302,"pile1238"
"2100",2303,"paka1251"
"2101",2304,"poko1263"
"2102",2305,"paki1242"
"2103",2306,"pila1245"
"2104",2307,"paul1238"
"2105",2308,"olut1240"
"2106",2309,"pala1344"
"2107",2310,"pamp1243"
"2108",2311,"ital1282"
"2109",2312,"tuam1242"
"2110",2313,"plai1259"
"2111",2314,"pang1290"
"2112",2315,"panj1256"
"2113",2316,"pany1241"
"2114",2317,"poqo1253"
"2115",2318,"poqo1254"
"2116",2319,"poqo1253"
"2117",2320,"sanj1285"
"2118",2321,"akwa1248"
"2119",2322,"cent2138"
"2120",2323,"sayu1241"
"2121",2324,"pota1247"
"2122",2325,"uppe1455"
"2123",2326,"pola1255"
"2124",2327,"pogo1243"
"2125",2328,"umaa1242"
"2126",2329,"folo1238"
"2127",2330,"poli1260"
"2128",2331,"prin1242"
"2129",2332,"para1301"
"2130",2333,"pras1239"
"2131",2334,"dari1249"
"2132",2335,"fran1260"
"2133",2336,"asue1235"
"2134",2337,"plai1235"
"2135",2338,"port1277"
"2136",2339,"kaul1240"
"2137",2340,"cent1973"
"2138",2341,"pate1247"
"2139",2342,"bamb1270"
"2140",2343,"puin1248"
"2141",2344,"puoc1238"
"2142",2345,"pulu1242"
"2143",2346,"gapa1238"
"2144",2347,"pwon1235"
"2145",2348,"fyam1238"
"2146",2349,"huay1239"
"2147",2351,"qima1242"
"2148",2352,"nort2980"
"2149",2353,"kach1279"
"2150",2354,"kuuk1238"
"2151",2355,"wadj1254"
"2152",2356,"kamu1258"
"2153",2357,"caja1238"
"2154",2358,"colo1257"
"2155",2359,"ayac1239"
"2156",2360,"caml1239"
"2157",2361,"rade1240"
"2158",2362,"rian1263"
"2159",2363,"raoo1244"
"2160",2364,"rawa1265"
"2161",2365,"reja1240"
"2162",2366,"rend1243"
"2163",2367,"reng1252"
"2164",2368,"roma1326"
"2165",2369,"tari1263"
"2166",2370,"nyat1246"
"2167",2371,"rita1239"
"2168",2372,"sint1235"
"2169",2373,"doma1258"
"2170",2374,"wels1246"
"2171",2375,"nort2994"
"2172",2376,"roma1329"
"2173",2377,"rong1268"
"2174",2378,"roto1249"
"2175",2379,"krio1252"
"2176",2380,"bilb1242"
"2177",2381,"rung1258"
"2178",2382,"waim1251"
"2179",2383,"russ1255"
"2180",2384,"rata1244"
"2181",2385,"rotu1241"
"2182",2386,"kiny1244"
"2183",2387,"rovi1238"
"2184",2388,"rutu1240"
"2185",2389,"bela1254"
"2186",2390,"rawo1244"
"2187",2391,"rawa1267"
"2188",2392,"bugl1243"
"2189",2393,"selk1253"
"2190",2394,"sang1336"
"2191",2395,"ngam1268"
"2192",2396,"kele1258"
"2193",2397,"shab1252"
"2194",2398,"subi1246"
"2195",2399,"stod1241"
"2196",2400,"dong1285"
"2197",2401,"shin1264"
"2198",2402,"sher1255"
"2199",2403,"tora1261"
"2200",2404,"savi1242"
"2201",2405,"sema1269"
"2202",2406,"buka1257"
"2203",2407,"sher1257"
"2204",2408,"sema1266"
"2205",2409,"seda1262"
"2206",2410,"ceba1235"
"2207",2411,"nucl1396"
"2208",2412,"seri1257"
"2209",2413,"sele1250"
"2210",2414,"serr1255"
"2211",2415,"seco1241"
"2212",2416,"shug1248"
"2213",2417,"sang1316"
"2214",2418,"surs1246"
"2215",2419,"nina1238"
"2216",2420,"shon1251"
"2217",2421,"tach1250"
"2218",2422,"shat1244"
"2219",2423,"shil1265"
"2220",2424,"shah1254"
"2221",2425,"sheh1240"
"2222",2426,"tach1249"
"2223",2427,"siam1242"
"2224",2428,"sion1247"
"2225",2429,"sioo1240"
"2226",2430,"sikk1242"
"2227",2431,"cent2092"
"2228",2432,"siwi1239"
"2229",2433,"shan1277"
"2230",2434,"siar1238"
"2231",2435,"shaw1249"
"2232",2436,"saek1240"
"2233",2437,"siku1242"
"2234",2438,"sika1262"
"2235",2439,"saka1289"
"2236",2440,"nucl1634"
"2237",2441,"sout2959"
"2238",2442,"sali1298"
"2239",2443,"sout2965"
"2240",2444,"slov1269"
"2241",2445,"sala1264"
"2242",2446,"sela1259"
"2243",2447,"slov1268"
"2244",2448,"sela1260"
"2245",2449,"maya1282"
"2246",2450,"kamb1299"
"2247",2451,"samo1303"
"2248",2452,"sime1241"
"2249",2453,"sina1266"
"2250",2454,"sind1272"
"2251",2455,"noon1242"
"2252",2456,"sinh1246"
"2253",2457,"dhiv1236"
"2254",2458,"soni1259"
"2255",2459,"sian1257"
"2256",2460,"sang1333"
"2257",2461,"saba1265"
"2258",2462,"sobe1238"
"2259",2463,"song1303"
"2260",2464,"sons1242"
"2261",2465,"ladi1251"
"2262",2466,"spok1245"
"2263",2467,"sapo1253"
"2264",2468,"sapu1248"
"2265",2469,"soqo1240"
"2266",2470,"sora1254"
"2267",2471,"croa1245"
"2268",2472,"siri1274"
"2269",2473,"isir1237"
"2270",2474,"sara1340"
"2271",2475,"sran1240"
"2272",2476,"siri1273"
"2273",2477,"sars1236"
"2274",2478,"pedi1238"
"2275",2479,"siro1249"
"2276",2480,"bala1311"
"2277",2481,"thao1240"
"2278",2482,"west2465"
"2279",2483,"waat1238"
"2280",2484,"sout2807"
"2281",2485,"span1263"
"2282",2486,"sina1271"
"2283",2487,"saho1246"
"2284",2488,"natu1249"
"2285",2489,"bulo1242"
"2286",2490,"ston1242"
"2287",2491,"stra1244"
"2288",2492,"suku1261"
"2289",2493,"susu1250"
"2290",2494,"suki1245"
"2291",2495,"maya1285"
"2292",2496,"assa1269"
"2293",2497,"sund1252"
"2294",2498,"mwag1236"
"2295",2499,"sulu1241"
"2296",2500,"savo1255"
"2297",2501,"maor1244"
"2298",2502,"suii1243"
"2299",2503,"swed1236"
"2300",2505,"swat1243"
"2301",2506,"lowg1239"
"2302",2507,"seng1278"
"2303",2508,"suab1238"
"2304",2509,"sawa1247"
"2305",2510,"lowe1425"
"2306",2511,"taba1259"
"2307",2512,"lowl1265"
"2308",2513,"tari1256"
"2309",2514,"tapi1253"
"2310",2515,"tamp1252"
"2311",2516,"nucl1696"
"2312",2517,"nort1550"
"2313",2518,"taab1238"
"2314",2519,"cent2131"
"2315",2520,"tatu1247"
"2316",2521,"atay1247"
"2317",2522,"kaki1249"
"2318",2523,"nort2920"
"2319",2524,"thur1254"
"2320",2525,"gaam1241"
"2321",2526,"tbol1240"
"2322",2527,"tuba1279"
"2323",2528,"tagb1258"
"2324",2529,"taba1263"
"2325",2530,"ticu1245"
"2326",2531,"tana1290"
"2327",2532,"dato1239"
"2328",2533,"tama1336"
"2329",2534,"turk1304"
"2330",2535,"torr1261"
"2331",2536,"tami1289"
"2332",2537,"telu1262"
"2333",2538,"toda1252"
"2334",2539,"tulu1258"
"2335",2540,"thad1238"
"2336",2541,"tond1251"
"2337",2542,"dout1240"
"2338",2543,"tere1279"
"2339",2544,"sout2976"
"2340",2545,"tehu1242"
"2341",2546,"timn1235"
"2342",2547,"tete1250"
"2343",2548,"teso1249"
"2344",2549,"tepe1278"
"2345",2550,"nucl1339"
"2346",2551,"atik1240"
"2347",2552,"sooo1256"
"2348",2553,"tewa1260"
"2349",2554,"tenn1246"
"2350",2555,"tana1289"
"2351",2556,"teri1250"
"2352",2557,"tern1247"
"2353",2558,"tiga1245"
"2354",2559,"tang1348"
"2355",2560,"tigr1271"
"2356",2561,"sude1239"
"2357",2562,"thay1249"
"2358",2563,"than1259"
"2359",2564,"thom1243"
"2360",2565,"tahi1242"
"2361",2566,"taha1241"
"2362",2567,"tigr1270"
"2363",2568,"tifa1245"
"2364",2569,"timu1262"
"2365",2570,"tika1246"
"2366",2571,"till1254"
"2367",2572,"tind1238"
"2368",2573,"teop1238"
"2369",2574,"tivv1240"
"2370",2575,"sout2961"
"2371",2576,"tiru1241"
"2372",2577,"tsak1249"
"2373",2578,"take1255"
"2374",2579,"tean1237"
"2375",2580,"tobe1252"
"2376",2581,"tala1285"
"2377",2582,"tali1258"
"2378",2583,"talo1250"
"2379",2584,"tama1331"
"2380",2585,"tuma1260"
"2381",2586,"haru1245"
"2382",2588,"tuml1238"
"2383",2589,"uabm1237"
"2384",2590,"taca1256"
"2385",2591,"tani1257"
"2386",2592,"cent2150"
"2387",2593,"kwam1252"
"2388",2594,"tabl1243"
"2389",2595,"tont1239"
"2390",2596,"toba1269"
"2391",2597,"tong1318"
"2392",2598,"tojo1241"
"2393",2599,"toke1240"
"2394",2600,"xico1235"
"2395",2601,"high1243"
"2396",2602,"tong1325"
"2397",2603,"jeme1245"
"2398",2604,"toar1246"
"2399",2605,"tukp1239"
"2400",2606,"mali1285"
"2401",2607,"copa1237"
"2402",2608,"lish1246"
"2403",2609,"tara1313"
"2404",2610,"kokb1239"
"2405",2611,"taus1253"
"2406",2612,"chic1273"
"2407",2613,"chuu1238"
"2408",2614,"taro1264"
"2409",2615,"torw1241"
"2410",2616,"taus1251"
"2411",2617,"tsha1245"
"2412",2618,"turk1288"
"2413",2619,"tson1249"
"2414",2620,"nort2787"
"2415",2621,"thai1240"
"2416",2622,"taiw1241"
"2417",2623,"tsog1243"
"2418",2624,"tswa1253"
"2419",2625,"tsou1248"
"2420",2626,"tute1247"
"2421",2627,"tekt1235"
"2422",2628,"toba1266"
"2423",2629,"tetu1245"
"2424",2630,"tata1255"
"2425",2631,"musl1236"
"2426",2632,"sika1263"
"2427",2633,"tuba1278"
"2428",2634,"tuyu1244"
"2429",2635,"taul1251"
"2430",2636,"tupu1244"
"2431",2637,"tuca1252"
"2432",2638,"hdii1240"
"2433",2639,"tusc1257"
"2434",2640,"nort2941"
"2435",2641,"turk1308"
"2436",2642,"sout2859"
"2437",2643,"tido1248"
"2438",2644,"twan1247"
"2439",2645,"akan1250"
"2440",2646,"west2538"
"2441",2647,"kaya1330"
"2442",2648,"tata1257"
"2443",2649,"thay1248"
"2444",2650,"tanz1238"
"2445",2651,"tzel1254"
"2446",2652,"tzot1259"
"2447",2653,"tugu1245"
"2448",2654,"tzot1259"
"2449",2655,"tzot1259"
"2450",2656,"ubyk1235"
"2451",2657,"udih1248"
"2452",2658,"wuzl1236"
"2453",2659,"ugan1238"
"2454",2660,"ukra1253"
"2455",2661,"urub1243"
"2456",2662,"yaku1245"
"2457",2663,"ulch1241"
"2458",2664,"ulit1238"
"2459",2665,"meri1244"
"2460",2666,"umat1237"
"2461",2667,"umbu1258"
"2462",2668,"muns1251"
"2463",2669,"woro1255"
"2464",2670,"urip1239"
"2465",2671,"urdu1245"
"2466",2672,"uruu1244"
"2467",2673,"urho1239"
"2468",2674,"urim1252"
"2469",2675,"urak1238"
"2470",2676,"orya1242"
"2471",2677,"urum1249"
"2472",2678,"urav1235"
"2473",2679,"kuku1280"
"2474",2680,"uzbe1247"
"2475",2681,"vafs1240"
"2476",2682,"vagl1239"
"2477",2683,"vaii1241"
"2478",2684,"valm1241"
"2479",2685,"huar1255"
"2480",2686,"vasa1239"
"2481",2687,"vedd1240"
"2482",2688,"vend1245"
"2483",2689,"veps1250"
"2484",2690,"idun1242"
"2485",2691,"teng1267"
"2486",2692,"kome1238"
"2487",2693,"dutc1256"
"2488",2695,"makh1264"
"2489",2696,"voti1245"
"2490",2697,"wall1238"
"2491",2698,"nucl1620"
"2492",2699,"wall1257"
"2493",2700,"wamp1249"
"2494",2701,"wapi1253"
"2495",2702,"wage1238"
"2496",2703,"waur1244"
"2497",2704,"waiw1244"
"2498",2705,"wata1253"
"2499",2706,"waya1269"
"2500",2707,"wola1242"
"2501",2708,"alag1248"
"2502",2709,"west2370"
"2503",2710,"waja1257"
"2504",2711,"yano1262"
"2505",2712,"wadj1254"
"2506",2713,"weda1241"
"2507",2714,"lowe1385"
"2508",2715,"weme1239"
"2509",2716,"uppe1395"
"2510",2717,"west2356"
"2511",2718,"weri1253"
"2512",2719,"warr1255"
"2513",2720,"sout2797"
"2514",2721,"wikn1245"
"2515",2722,"wikm1247"
"2516",2723,"wira1265"
"2517",2724,"kunb1251"
"2518",2725,"woli1241"
"2519",2726,"wels1247"
"2520",2727,"wamb1259"
"2521",2728,"walm1241"
"2522",2729,"want1252"
"2523",2730,"tyar1236"
"2524",2731,"weno1238"
"2525",2732,"wole1240"
"2526",2733,"woga1249"
"2527",2734,"kama1365"
"2528",2735,"nucl1347"
"2529",2736,"hang1263"
"2530",2737,"warl1256"
"2531",2738,"waru1264"
"2532",2739,"waro1242"
"2533",2740,"wara1300"
"2534",2741,"bert1248"
"2535",2742,"wuch1236"
"2536",2743,"wyan1247"
"2537",2744,"west2519"
"2538",2745,"xamm1241"
"2539",2746,"kama1351"
"2540",2747,"xava1240"
"2541",2748,"xere1240"
"2542",2749,"keny1241"
"2543",2750,"kaba1276"
"2544",2751,"till1254"
"2545",2752,"ming1252"
"2546",2753,"mala1481"
"2547",2754,"xhos1239"
"2548",2755,"krah1246"
"2549",2756,"keoo1238"
"2550",2757,"yami1256"
"2551",2758,"pume1238"
"2552",2759,"yaka1269"
"2553",2760,"yama1264"
"2554",2761,"yazg1240"
"2555",2762,"yagn1238"
"2556",2763,"yamb1251"
"2557",2764,"yaoo1241"
"2558",2765,"nugu1242"
"2559",2766,"west2402"
"2560",2767,"yucu1253"
"2561",2768,"taro1263"
"2562",2769,"yeyi1239"
"2563",2770,"ying1247"
"2564",2771,"sich1238"
"2565",2772,"kweg1241"
"2566",2773,"yind1247"
"2567",2774,"xish1235"
"2568",2775,"yiry1245"
"2569",2776,"yaka1277"
"2570",2778,"yako1252"
"2571",2779,"yele1255"
"2572",2780,"yill1241"
"2573",2781,"nyal1254"
"2574",2782,"yami1254"
"2575",2783,"yans1239"
"2576",2784,"kati1270"
"2577",2786,"yape1248"
"2578",2787,"yare1248"
"2579",2788,"sire1246"
"2580",2790,"yuec1235"
"2581",2791,"yuru1263"
"2582",2792,"yuki1243"
"2583",2793,"yulu1243"
"2584",2794,"quec1382"
"2585",2795,"yukp1241"
"2586",2796,"yugh1239"
"2587",2797,"sout2750"
"2588",2798,"east2337"
"2589",2799,"yawu1244"
"2590",2800,"sier1250"
"2591",2801,"sanj1284"
"2592",2802,"zand1248"
"2593",2803,"yatz1235"
"2594",2804,"mitl1236"
"2595",2805,"zays1235"
"2596",2806,"zena1248"
"2597",2807,"zima1244"
"2598",2808,"marg1253"
"2599",2809,"nege1240"
"2600",2810,"madn1237"
"2601",2811,"mitu1240"
"2602",2812,"mari1419"
"2603",2813,"muru1266"
"2604",2814,"chim1300"
"2605",2815,"rayo1235"
"2606",2816,"fran1266"
"2607",2817,"sout3005"
"2608",2818,"sant1451"
"2609",2819,"mixt1426"
"2610",2820,"zoog1238"
"2611",2821,"texm1235"
"2612",2822,"zapa1253"
"2613",2823,"zaza1246"
"2614",2824,"clas1254"
"2615",2826,"darg1241"
"2616",2828,"aghu1253"
"2617",2829,"gend1249"
"2618",2830,"tiko1237"
"2619",2831,"anci1242"
"2620",2832,"goth1244"
"2621",2833,"olde1238"
"2622",2834,"ugar1238"
"2623",2835,"ngal1300"
"2624",2836,"port1285"
"2625",2837,"guga1239"
"2626",2838,"mari1417"
"2627",2839,"beav1236"
"2628",2840,"jewi1240"
"2629",2841,"yoku1256"
"2630",2843,"filo1235"
"2631",2845,"dung1253"
"2632",2848,"sawe1240"
"2633",2849,"nucl1634"
"2634",2851,"bahn1262"
"2635",2853,"nort2627"
"2636",2854,"oldh1241"
"2637",2855,"olds1250"
"2638",2856,"oldn1244"
"2639",2857,"oldf1241"
"2640",2858,"oldr1238"
"2641",2859,"bolg1250"
"2642",2860,"paci1278"
"2643",2862,"chhi1245"
"2644",2863,"puma1239"
"2645",2864,"tour1242"
"2646",2865,"wamb1257"
"2647",2866,"pali1273"
"2648",2869,"yaga1260"
"2649",2871,"nort2732"
"2650",2872,"west2594"
"2651",2873,"bant1281"
"2652",2875,"yuwa1244"
"2653",2876,"palu1252"
"2654",2878,"adan1251"
"2655",2879,"nepa1253"
"2656",2880,"sant1410"
"2657",2881,"kuru1302"
"2658",2882,"kaby1243"
"2659",2883,"shug1248"
"2660",2884,"sang1316"
"2661",2885,"shug1248"
"2662",2886,"shug1248"
"2663",2887,"shug1248"
"2664",2888,"sari1246"
"2665",2889,"sang1316"
"2666",2890,"yidg1240"
"2667",2891,"munj1244"
"2668",2892,"para1299"
"2669",2893,"lati1261"
"2670",2894,"sici1248"
"2671",2895,"peri1253"
"2672",2896,"argo1244"
"2673",2897,"assi1247"
"2674",2898,"caju1236"
"2675",2900,"aves1237"
"2676",2901,"yala1263"
"2677",2902,"thar1283"
"2678",2903,"dewo1238"
"2679",2904,"dumb1241"
"2680",2906,"tami1289"
"2681",2908,"sama1313"
"2682",2909,"saur1248"
"2683",2910,"sher1258"
"2684",2911,"ural1274"
"2685",2912,"clas1252"
"2686",2913,"ngba1284"
"2687",2914,"kara1481"
"2688",2916,"wakh1245"
"2689",2917,"djiw1239"
"2690",2918,"kirm1248"
"2691",2919,"diml1238"
"2692",2920,"yand1253"
"2693",2922,"uppe1235"
"2694",2923,"kaja1247"
"2695",2924,"shah1254"
"2696",2925,""
"2697",2926,"take1255"
"2698",2927,"esht1238"
"2699",2928,"dyir1250"
"2700",2929,"taly1247"
"2701",2930,"bett1235"
"2702",2932,"domm1246"
"2703",2934,"nuuu1241"
"2704",2935,"waim1253"
"2705",2936,"phal1254"
"2706",2939,"huar1255"
"2707",2940,"omet1237"
"2708",2941,"texi1237"
"2709",2943,"molo1266"
"2710",2944,"rabh1238"
"2711",2946,"botl1242"
"2712",2947,"darg1241"
"2713",2948,"darg1241"
"2714",2949,"darg1241"
"2715",2950,"darg1241"
"2716",2951,"kara1500"
"2717",2954,"eton1253"
"2718",2955,"tora1259"
"2719",2956,"sunw1242"
"2720",2958,"east1472"
"2721",2959,"puyu1239"
"2722",2960,"avar1256"
"2723",2962,"akhv1239"
"2724",2967,"darg1241"
"2725",2969,"tach1250"
"2726",2970,"saar1237"
"2727",2971,"lazz1240"
"2728",2972,"kamb1316"
"2729",2973,"logb1245"
"2730",2974,"mina1276"
"2731",2975,"kelo1247"
"2732",2977,"xibe1242"
"2733",2979,"thul1246"
"2734",2980,"koii1238"
"2735",2982,"bari1286"
"2736",2983,"yalu1240"
"2737",2984,"mian1256"
"2738",2985,"abui1241"
"2739",2986,"donn1238"
"2740",2987,"jams1239"
"2741",2989,"mual1241"
"2742",2990,"seim1238"
"2743",2992,"teiw1235"
"2744",2993,"babi1235"
"2745",2994,"sanf1258"
"2746",2995,"sasa1249"
"2747",2996,"yakk1236"
"2748",2997,"reye1240"
"2749",2998,"jeru1240"
"2750",2999,"thul1246"
"2751",306,"arva1236"
"2752",3001,"juti1236"
"2753",3002,"pary1242"
"2754",3003,"cors1241"
"2755",3004,"mark1255"
"2756",3005,"tund1254"
"2757",3006,"shek1245"
"2758",3007,"bahi1252"
"2759",3008,"xian1251"
"2760",3009,"tsam1247"
"2761",3010,"nort2727"
"2762",3012,"malo1243"
"2763",3013,"yaki1237"
"2764",3014,"zayy1238"
"2765",3015,"kach1284"
"2766",3017,"ngie1241"
"2767",3018,"alab1254"
"2768",3019,"silt1240"
"2769",3020,"ghul1238"
"2770",3021,"kada1282"
"2771",3022,"zenz1235"
"2772",3023,"waga1262"
"2773",3024,"stan1289"
"2774",3026,"band1340"
"2775",3027,"blab1237"
"2776",3028,"tila1239"
"2777",3030,"beri1253"
"2778",3031,"bull1247"
"2779",3032,"aton1241"
"2780",3033,"maka1316"
"2781",3034,"maka1316"
"2782",3037,"east2370"
"2783",3038,"sout2856"
"2784",3039,"ghom1257"
"2785",3040,"tama1365"
"2786",3041,"waja1259"
"2787",3042,"tama1365"
"2788",3044,"seba1251"
"2789",3045,"ajab1235"
"2790",3046,"adan1247"
"2791",3047,"hlai1239"
"2792",3049,"sanb1241"
"2793",3050,"kute1248"
"2794",3051,"kilm1241"
"2795",3052,"akoy1238"
"2796",3053,"tain1253"
"2797",3054,"ziaa1250"
"2798",3055,"ewag1241"
"2799",3058,"esee1247"
"2800",3059,"melp1238"
"2801",3060,"niii1240"
"2802",3061,"imbo1238"
"2803",3062,"iyoo1238"
"2804",3063,"awar1248"
"2805",3064,"numa1254"
"2806",3065,"boro1279"
"2807",3068,"emer1243"
"2808",3069,"cent2136"
"2809",3070,"mufi1238"
"2810",3072,"komb1272"
"2811",3075,"kama1367"
"2812",3076,"baru1269"
"2813",3077,"timb1251"
"2814",3078,"kani1286"
"2815",3081,"kose1239"
"2816",3082,"waff1241"
"2817",3083,"sepi1255"
"2818",3085,"mend1268"
"2819",3086,"hewa1241"
"2820",3087,"sani1270"
"2821",3088,"mono1270"
"2822",3092,"bent1238"
"2823",3093,"bond1248"
"2824",3094,"toro1252"
"2825",3095,"tene1248"
"2826",3096,"nang1261"
"2827",3099,"esta1236"
"2828",3101,"assy1241"
"2829",3104,"kano1245"
"2830",3105,"djeo1235"
"2831",3106,"arik1265"
"2832",3107,"mata1275"
"2833",3108,"otii1244"
"2834",3110,"tini1245"
"2835",3111,"arut1244"
"2836",3112,"sape1238"
"2837",3113,"taru1236"
"2838",3114,"kren1239"
"2839",3115,"bunu1267"
"2840",3116,"kulo1237"
"2841",3117,"nepa1254"
"2842",3121,"sipa1247"
"2843",3122,"biwa1243"
"2844",3126,"rang1266"
"2845",3130,"leni1238"
"2846",3131,"mbya1239"
"2847",3133,"legb1242"
"2848",3134,"dupa1235"
"2849",3136,"amdo1237"
"2850",3137,"avik1243"
"2851",3138,"amap1240"
"2852",3139,"budu1250"
"2853",3140,"naii1241"
"2854",3141,"west2560"
"2855",3142,"bayu1240"
"2856",3143,"chip1262"
"2857",3144,"jola1262"
"2858",3145,"donn1238"
"2859",3146,"dhal1245"
"2860",3147,"pott1240"
"2861",3148,"gupa1247"
"2862",3149,"gunn1250"
"2863",3150,"huaa1248"
"2864",3151,"kham1282"
"2865",3152,"khun1259"
"2866",3153,"kuik1246"
"2867",3154,"sans1272"
"2868",3155,"kayt1238"
"2869",3156,"kaya1329"
"2870",3157,"labu1248"
"2871",3158,"lame1260"
"2872",3159,"mbos1242"
"2873",3160,"mang1398"
"2874",3161,"mamb1294"
"2875",3162,"monz1249"
"2876",3163,"mele1250"
"2877",3164,"mayo1261"
"2878",3165,"ntch1242"
"2879",3166,"neyo1238"
"2880",3167,"ngar1286"
"2881",3168,"nyam1271"
"2882",3169,"nane1238"
"2883",3170,"pana1307"
"2884",3171,"ralt1242"
"2885",3172,"cent2126"
"2886",3173,"sida1246"
"2887",3174,"suku1259"
"2888",3175,"shom1245"
"2889",3176,"seke1240"
"2890",3177,"tima1241"
"2891",3178,"tuts1235"
"2892",3179,"umpi1239"
"2893",3180,"urat1244"
"2894",3181,"vili1238"
"2895",3182,"kari1304"
"2896",3183,"vinm1237"
"2897",3184,"wanm1242"
"2898",3185,"wang1290"
"2899",3186,"waka1274"
"2900",3187,"wann1242"
"2901",3188,"waru1265"
"2902",3189,"waam1244"
"2903",3190,"kana1283"
"2904",3191,"yala1262"
"2905",3192,"zagh1240"
"2906",3193,"bang1363"
"2907",3194,"chon1284"
"2908",3195,"fiji1243"
"2909",3196,"baha1258"
"2910",3197,"nija1241"
"2911",3198,"wara1302"
"2912",3199,"nucl1593"
"2913",3200,"fass1245"
"2914",3201,"leco1242"
"2915",3202,"momu1241"
"2916",3203,"owin1240"
"2917",3206,"mart1256"
"2918",3207,"humb1243"
"2919",3209,"buna1278"
"2920",3210,"mauw1238"
"2921",3211,"mosk1236"
"2922",3213,"oldi1245"
"2923",3208,"taba1259"
"2924",3224,""
"2925",3226,"sere1260"
"2926",3229,""
"2927",3230,"arom1237"
"2928",3232,"isco1239"
"2929",3235,"uduk1239"
"2930",3237,""
"2931",3238,""
"2932",3239,""
"2933",3240,""
"2934",3243,"nort2646"
"2935",3249,"awet1244"
"2936",3250,"xing1248"
"2937",3251,"avac1239"
"2938",3252,"guaj1256"
"2939",3253,"xeta1241"
"2940",3254,"guar1292"
"2941",3255,"paus1244"
"2942",3258,"yuqu1240"
"2943",3259,"tupi1273"
"2944",3261,"tapi1254"
"2945",3262,"para1312"
"2946",3263,"anam1249"
"2947",3264,"araw1273"
"2948",3266,"sate1243"
"2949",3268,"tenh1241"
"2950",3269,"temb1276"
